,transaction_date,transaction_hour,location_state,location_city,rewards_number,rewards_member,num_of_items,coupon_flag,discount_amt,order_amt
54320,2020-01-10,2:37 PM,Florida,Daytona Beach,151-633-54,True,10,,,$45.01
54321,2020-08-15,2:30 PM,Alabama,Birmingham,435-585-79,False,29,,,$71.00
54322,2020-07-31,8:51 PM,South Carolina,Spartanburg,427-182-87,True,21,,,$230.18
54323,2020-04-23,8:41 PM,South Carolina,Myrtle Beach,,,13,Yes,0.13,$126.41
54324,2020-01-11,11:17 AM,Georgia,Atlanta,356-304-38,True,30,,,$171.87
54325,2020-03-22,4:41 PM,Florida,Ocala,,,4,,,$232.92
54326,2020-04-08,7:44 PM,South Carolina,Columbia,833-935-56,True,21,,,$115.89
54327,2020-08-31,6:22 PM,Alabama,Birmingham,384-580-56,True,13,,,$113.61
54328,2019-12-26,6:16 PM,Alabama,Tuscaloosa,343-592-75,True,27,,,$71.36
54329,2019-10-23,1:15 PM,Alabama,Montgomery,060-289-14,False,18,,,$148.71
54330,2020-03-18,7:19 PM,Florida,Miami,,,20,,,$118.36
54331,2019-12-05,8:03 PM,Georgia,Atlanta,,,4,Yes,0.2,$160.76
54332,2020-04-16,11:06 AM,Florida,Sarasota,,,23,Yes,0.1,$149.77
54333,2020-06-06,5:03 PM,Florida,Pompano Beach,519-367-53,False,34,,,$140.12
54334,2019-10-21,8:18 PM,South Carolina,Greenville,,,18,Yes,0.2,$167.40
54335,2019-10-17,6:30 PM,Alabama,Birmingham,,,8,,,$33.03
54336,2020-09-02,11:12 AM,Florida,Bradenton,320-775-95,False,20,Yes,0.32,$184.05
54337,2019-11-11,6:10 PM,South Carolina,Greenville,737-940-20,True,17,,,$87.56
54338,2020-10-01,2:19 PM,Florida,Miami,584-219-73,True,11,,,$202.33
54339,2020-03-15,1:59 PM,Florida,Pensacola,760-200-18,True,6,Yes,0.34,$171.53
54340,2020-03-22,2:19 PM,Florida,Tampa,920-921-22,False,26,Yes,0.39,$145.54
54341,2020-09-25,2:47 PM,Florida,Tampa,150-309-06,True,10,,,$64.32
54342,2020-08-09,4:31 PM,Alabama,Birmingham,,,8,Yes,0.36,$46.85
54343,2019-10-27,4:34 PM,Florida,Fort Pierce,,,29,,,$112.27
54344,2019-11-10,4:36 PM,Georgia,Decatur,488-653-24,True,10,,,$96.57
54345,2020-01-28,11:17 AM,Alabama,Mobile,,,3,Yes,0.18,$91.30
54346,2020-03-22,11:07 AM,Florida,Tampa,,,31,,,$149.11
54347,2019-11-30,12:13 PM,Florida,North Port,939-606-64,False,23,Yes,0.13,$190.51
54348,2020-05-19,8:19 PM,Georgia,Savannah,510-769-37,False,27,,,$235.97
54349,2019-11-25,3:23 PM,Florida,Bradenton,957-540-01,False,31,Yes,0.28,$107.61
54350,2019-12-15,5:42 PM,Florida,Pensacola,,,11,Yes,0.31,$129.56
54351,2020-06-10,8:29 PM,Florida,Clearwater,256-876-77,False,18,,,$45.70
54352,2020-09-05,5:06 PM,Alabama,Birmingham,,,16,,,$101.17
54353,2020-07-17,2:51 PM,Alabama,Montgomery,745-147-72,True,18,,,$24.50
54354,2019-10-18,7:24 PM,Georgia,Atlanta,,,5,Yes,0.19,$162.25
54355,2020-04-09,4:39 PM,Georgia,Lawrenceville,282-570-66,True,30,,,$79.57
54356,2020-03-15,5:13 PM,Georgia,Atlanta,014-583-34,False,21,,,$191.23
54357,2020-06-26,1:13 PM,Florida,Bradenton,083-955-56,True,14,,,$130.79
54358,2020-02-19,7:45 PM,Florida,Hollywood,,,31,,,$68.52
54359,2020-01-11,1:33 PM,Florida,Miami,,,19,Yes,0.45,$186.58
54360,2020-03-29,5:57 PM,Georgia,Augusta,509-855-43,True,34,Yes,0.15,$225.06
54361,2020-10-20,11:40 AM,Florida,Jacksonville,,,11,,,$217.82
54362,2019-11-03,6:06 PM,Florida,Tampa,268-157-82,True,28,,,$163.73
54363,2020-04-11,6:02 PM,Georgia,Lawrenceville,,,13,,,$23.73
54364,2020-05-03,12:02 PM,South Carolina,Charleston,,,5,Yes,0.12,$37.39
54365,2020-10-20,1:41 PM,Florida,Delray Beach,,,8,,,$215.45
54366,2020-01-06,2:12 PM,Georgia,Atlanta,,,14,,,$77.05
54367,2019-11-06,5:22 PM,Alabama,Montgomery,693-303-57,False,34,Yes,0.26,$80.78
54368,2020-08-11,8:45 PM,Georgia,Atlanta,805-974-02,False,22,,,$155.67
54369,2020-08-10,2:05 PM,Florida,Fort Lauderdale,,,25,Yes,0.23,$109.98
54370,2019-10-22,4:22 PM,Florida,Pensacola,983-215-80,True,27,Yes,0.42,$230.22
54371,2020-10-07,1:16 PM,Florida,Orlando,077-793-21,True,21,Yes,0.1,$123.45
54372,2020-10-01,2:36 PM,Alabama,Mobile,,,14,,,$116.85
54373,2019-11-25,7:29 PM,South Carolina,Florence,858-256-18,True,15,,,$157.37
54374,2020-04-21,2:46 PM,Florida,Fort Lauderdale,,,20,Yes,0.35,$122.21
54375,2020-07-12,1:16 PM,Florida,Lakeland,278-482-61,True,3,,,$227.03
54376,2020-07-13,4:17 PM,Florida,Jacksonville,653-390-07,True,5,,,$26.57
54377,2020-10-27,11:53 AM,Florida,Spring Hill,605-411-34,False,20,,,$229.56
54378,2020-08-08,3:36 PM,Florida,Miami,,,32,,,$103.10
54379,2020-05-29,4:51 PM,Florida,Fort Pierce,573-593-52,False,10,,,$68.39
54380,2019-10-31,4:29 PM,Georgia,Atlanta,024-720-46,False,4,,,$80.66
54381,2020-06-22,8:59 PM,Alabama,Birmingham,144-547-45,False,17,,,$42.34
54382,2020-04-30,5:37 PM,Florida,Miami,785-421-69,False,10,,,$220.01
54383,2020-10-18,6:24 PM,South Carolina,Charleston,621-236-10,True,23,Yes,0.49,$177.21
54384,2019-12-21,2:22 PM,Florida,Bradenton,632-867-94,False,20,,,$169.14
54385,2019-10-17,3:45 PM,Florida,Jacksonville,982-068-94,False,12,,,$132.49
54386,2020-01-31,8:59 PM,Georgia,Atlanta,,,9,Yes,0.5,$124.04
54387,2020-10-03,1:46 PM,Florida,Fort Myers,198-944-74,False,28,,,$133.58
54388,2019-11-28,1:06 PM,Georgia,Atlanta,944-088-58,False,5,,,$116.14
54389,2020-06-10,7:20 PM,Florida,Clearwater,,,22,Yes,0.44,$130.31
54390,2020-06-01,7:19 PM,Florida,Cape Coral,519-559-44,True,4,,,$188.85
54391,2020-08-07,7:32 PM,Florida,Kissimmee,,,28,,,$177.36
54392,2020-01-20,7:47 PM,Florida,Miami,,,18,,,$213.59
54393,2019-10-01,1:09 PM,Georgia,Gainesville,,,34,,,$149.30
54394,2020-07-27,6:58 PM,Florida,Gainesville,,,13,,,$89.83
54395,2020-10-07,11:24 AM,Florida,Lakeland,,,33,,,$138.06
54396,2020-08-12,1:19 PM,Georgia,Lawrenceville,070-606-49,False,31,,,$69.18
54397,2019-12-17,7:40 PM,Georgia,Atlanta,,,28,,,$83.83
54398,2020-02-06,12:15 PM,Florida,Gainesville,526-842-59,True,21,,,$55.47
54399,2019-12-03,5:40 PM,Florida,Melbourne,544-381-45,True,9,Yes,0.14,$103.30
54400,2020-06-28,3:39 PM,Alabama,Mobile,,,22,,,$134.00
54401,2020-08-18,12:28 PM,Georgia,Atlanta,721-349-64,True,5,,,$111.43
54402,2020-05-25,5:37 PM,Alabama,Montgomery,379-469-31,True,20,,,$181.77
54403,2019-12-31,8:05 PM,Georgia,Macon,230-254-65,True,7,,,$144.32
54404,2020-09-02,4:16 PM,Florida,Orlando,,,15,Yes,0.22,$137.86
54405,2019-10-10,1:27 PM,Florida,Cape Coral,587-064-54,False,9,,,$198.65
54406,2020-01-18,7:07 PM,Florida,Miami,627-650-52,False,34,Yes,0.44,$136.26
54407,2020-03-27,6:44 PM,Florida,Sarasota,967-998-40,True,32,Yes,0.16,$97.02
54408,2020-07-18,6:37 PM,South Carolina,Charleston,,,6,,,$43.74
54409,2020-01-25,7:39 PM,Florida,Hialeah,,,16,,,$112.96
54410,2020-08-18,12:28 PM,Alabama,Mobile,949-203-22,False,19,,,$176.17
54411,2019-10-23,8:14 PM,Florida,Orlando,075-253-89,True,17,Yes,0.34,$89.88
54412,2020-10-15,8:21 PM,Georgia,Atlanta,703-858-44,False,12,Yes,0.48,$99.94
54413,2020-03-26,5:07 PM,South Carolina,Spartanburg,,,11,,,$86.84
54414,2020-05-21,1:15 PM,Florida,Saint Petersburg,,,14,,,$38.16
54415,2020-02-04,2:19 PM,Alabama,Huntsville,,,28,Yes,0.22,$187.90
54416,2020-06-27,11:14 AM,Florida,Tampa,310-192-60,False,24,,,$23.02
54417,2020-10-30,6:29 PM,Florida,Panama City,,,24,Yes,0.44,$55.66
54418,2020-10-24,6:58 PM,Alabama,Tuscaloosa,,,12,Yes,0.26,$69.84
54419,2020-01-16,2:12 PM,Florida,Vero Beach,278-876-42,False,16,,,$76.97
54420,2020-09-04,11:29 AM,South Carolina,Columbia,038-000-48,True,12,,,$143.33
54421,2020-07-23,8:04 PM,Georgia,Savannah,,,10,,,$212.90
54422,2020-04-13,12:43 PM,Florida,Tampa,055-487-32,False,23,,,$52.57
54423,2020-08-24,11:10 AM,Georgia,Athens,,,33,,,$61.65
54424,2020-06-03,12:25 PM,Alabama,Montgomery,,,20,,,$151.49
54425,2019-11-29,2:44 PM,Florida,Tampa,196-123-76,True,25,,,$232.92
54426,2020-06-04,12:41 PM,Georgia,Savannah,043-789-39,False,4,Yes,0.5,$27.21
54427,2019-12-25,1:03 PM,Florida,West Palm Beach,180-053-38,False,3,,,$138.41
54428,2020-04-17,1:16 PM,Alabama,Anniston,,,19,,,$102.54
54429,2019-11-07,11:44 AM,Alabama,Montgomery,423-836-10,True,4,Yes,0.18,$231.82
54430,2020-09-10,6:16 PM,Florida,Gainesville,380-615-93,True,8,Yes,0.18,$107.83
54431,2020-02-18,7:45 PM,Georgia,Atlanta,639-179-44,False,14,Yes,0.45,$64.44
54432,2020-02-08,12:39 PM,Alabama,Birmingham,496-950-95,True,28,Yes,0.44,$190.66
54433,2019-11-13,1:31 PM,Texas,Plano,707-074-44,True,51,,,$1915.16
54434,2020-06-07,5:51 PM,Florida,North Port,307-109-52,True,17,,,$61.89
54435,2020-06-24,2:36 PM,Florida,West Palm Beach,669-304-32,False,26,Yes,0.24,$73.79
54436,2020-07-28,2:43 PM,Georgia,Macon,933-276-21,False,26,,,$42.45
54437,2020-03-09,8:57 PM,Alabama,Huntsville,,,13,,,$58.79
54438,2020-03-06,4:47 PM,Georgia,Duluth,005-279-24,False,15,Yes,0.29,$72.68
54439,2020-02-05,4:15 PM,Florida,Pensacola,654-771-15,False,31,,,$117.99
54440,2020-09-13,7:32 PM,Florida,Jacksonville,,,3,,,$19.22
54441,2020-02-17,11:48 AM,Florida,Orlando,248-480-60,True,31,Yes,0.45,$34.31
54442,2019-11-10,5:45 PM,Florida,Naples,381-254-83,False,24,,,$42.26
54443,2019-12-07,4:15 PM,Florida,Clearwater,,,9,,,$103.41
54444,2020-05-06,3:56 PM,Florida,Tampa,042-384-98,False,19,,,$92.89
54445,2020-09-12,5:50 PM,Florida,Fort Pierce,428-044-15,False,24,,,$111.01
54446,2020-10-24,7:39 PM,Florida,Naples,,,31,,,$56.09
54447,2020-07-12,11:17 AM,Georgia,Savannah,900-203-70,False,22,,,$183.54
54448,2020-01-09,6:41 PM,Florida,Miami,107-122-31,True,12,Yes,0.36,$46.18
54449,2020-10-04,11:00 AM,South Carolina,Spartanburg,042-488-89,False,27,,,$170.55
54450,2020-05-12,12:46 PM,Florida,Pensacola,240-499-38,True,34,,,$34.25
54451,2020-08-12,3:23 PM,Florida,Fort Lauderdale,,,22,,,$105.12
54452,2020-05-08,11:39 AM,Florida,Lake Worth,,,8,,,$77.71
54453,2020-08-25,5:04 PM,Alabama,Montgomery,,,12,,,$46.58
54454,2019-12-27,5:00 PM,Florida,Fort Pierce,428-443-79,True,19,,,$167.31
54455,2020-01-11,5:39 PM,Florida,Sarasota,282-356-12,False,11,,,$128.72
54456,2020-09-29,8:40 PM,Georgia,Duluth,,,6,Yes,0.43,$217.53
54457,2020-02-06,12:12 PM,Georgia,Marietta,744-778-91,True,18,Yes,0.41,$164.83
54458,2019-11-21,8:22 PM,Florida,Fort Lauderdale,,,14,,,$154.46
54459,2019-10-13,2:57 PM,Florida,Tampa,627-808-18,False,34,Yes,0.34,$230.21
54460,2020-09-17,1:17 PM,Florida,Orlando,,,13,Yes,0.4,$119.51
54461,2019-10-05,7:44 PM,Mississippi,Jackson,602-199-84,True,10,Yes,0.26,$74.56
54462,2020-04-11,5:49 PM,Alabama,Montgomery,883-011-40,False,7,Yes,0.23,$52.93
54463,2020-06-13,11:54 AM,Florida,Tampa,987-058-33,False,20,,,$213.20
54464,2020-07-07,11:15 AM,Georgia,Atlanta,,,13,,,$22.72
54465,2020-08-25,1:33 PM,Florida,Tampa,,,11,Yes,0.1,$27.53
54466,2020-06-04,12:03 PM,Alabama,Birmingham,327-628-25,True,20,,,$213.44
54467,2020-05-19,12:00 PM,South Carolina,Columbia,354-940-02,True,18,Yes,0.26,$38.27
54468,2020-08-28,8:05 PM,Florida,Miami,563-999-08,False,28,Yes,0.49,$167.57
54469,2020-06-20,12:35 PM,Georgia,Savannah,,,16,Yes,0.29,$204.33
54470,2020-06-07,7:47 PM,Florida,Hialeah,,,4,,,$127.00
54471,2020-10-16,7:45 PM,Florida,Melbourne,,,5,Yes,0.37,$37.66
54472,2020-06-25,1:24 PM,Florida,Clearwater,741-354-98,False,27,,,$219.19
54473,2019-11-03,2:37 PM,Florida,Daytona Beach,,,15,,,$165.94
54474,2020-01-12,7:34 PM,Florida,Pinellas Park,,,4,,,$27.80
54475,2019-11-05,5:36 PM,Mississippi,Jackson,,,12,,,$83.59
54476,2019-12-30,3:20 PM,Georgia,Atlanta,254-006-99,True,14,,,$102.68
54477,2020-03-31,12:39 PM,South Carolina,Aiken,,,21,,,$220.99
54478,2020-05-30,2:24 PM,Florida,Punta Gorda,,,18,Yes,0.33,$28.77
54479,2020-05-08,4:25 PM,Georgia,Lawrenceville,704-146-95,True,21,,,$87.85
54480,2019-11-25,3:56 PM,Florida,Bradenton,,,34,Yes,0.4,$32.06
54481,2019-11-07,12:11 PM,Georgia,Savannah,,,8,Yes,0.34,$62.71
54482,2020-06-03,7:43 PM,Florida,Orlando,586-983-67,True,3,,,$153.17
54483,2020-03-05,11:11 AM,Florida,Saint Augustine,373-413-47,False,31,Yes,0.31,$161.32
54484,2020-09-16,5:47 PM,Georgia,Atlanta,828-454-16,True,34,,,$118.14
54485,2020-02-17,12:42 PM,Florida,Lehigh Acres,607-700-83,False,17,,,$231.84
54486,2020-09-07,4:03 PM,Alabama,Mobile,729-882-42,True,20,Yes,0.35,$76.53
54487,2020-08-23,7:52 PM,Georgia,Columbus,158-030-03,True,4,,,$109.63
54488,2020-02-02,11:25 AM,Georgia,Atlanta,057-726-00,False,5,,,$89.14
54489,2020-08-03,4:36 PM,Florida,Tallahassee,,,32,,,$166.52
54490,2019-11-10,8:41 PM,Georgia,Atlanta,656-989-07,False,12,Yes,0.32,$154.09
54491,2020-06-01,6:09 PM,Florida,Fort Pierce,,,8,,,$176.79
54492,2019-11-20,4:43 PM,Florida,Pensacola,178-312-43,False,16,,,$48.28
54493,2020-07-26,7:12 PM,Georgia,Macon,460-666-04,True,27,,,$33.06
54494,2020-07-24,12:45 PM,Georgia,Columbus,,,30,,,$200.95
54495,2020-01-01,3:21 PM,Mississippi,Biloxi,,,34,,,$166.93
54496,2019-10-19,2:36 PM,Florida,Pompano Beach,,,18,Yes,0.2,$186.52
54497,2020-06-16,1:45 PM,South Carolina,Florence,286-406-34,True,21,,,$189.51
54498,2020-01-02,6:29 PM,Alabama,Birmingham,943-541-34,True,20,Yes,0.14,$131.70
54499,2020-07-02,6:31 PM,Florida,Fort Myers,188-746-17,True,26,Yes,0.27,$162.36
54500,2020-03-28,3:47 PM,Alabama,Montgomery,655-576-65,False,9,,,$78.91
54501,2020-07-15,8:54 PM,Florida,Saint Petersburg,616-439-11,True,19,,,$176.29
54502,2020-07-07,12:15 PM,Florida,Fort Lauderdale,,,15,,,$72.41
54503,2020-01-15,6:53 PM,Florida,West Palm Beach,773-252-70,False,11,Yes,0.18,$158.15
54504,2020-05-03,8:35 PM,Florida,Boca Raton,345-364-20,False,29,,,$107.87
54505,2020-06-04,11:41 AM,Florida,Miami,312-660-23,True,16,,,$153.87
54506,2020-01-03,8:02 PM,South Carolina,Columbia,,,24,,,$160.10
54507,2020-06-28,8:03 PM,South Carolina,Columbia,,,27,,,$146.16
54508,2020-04-12,7:47 PM,Alabama,Birmingham,,,30,,,$127.14
54509,2020-05-16,2:38 PM,Alabama,Mobile,350-208-03,False,27,,,$181.13
54510,2019-10-16,12:09 PM,Georgia,Atlanta,221-404-29,True,26,,,$73.48
54511,2020-05-09,3:19 PM,Alabama,Birmingham,681-721-21,True,9,,,$100.70
54512,2019-11-13,4:48 PM,Florida,Sarasota,,,4,,,$178.14
54513,2019-12-05,3:45 PM,South Carolina,Spartanburg,315-898-22,True,5,,,$60.42
54514,2020-04-11,4:52 PM,Alabama,Huntsville,,,20,,,$25.95
54515,2020-01-08,1:02 PM,Georgia,Atlanta,,,27,,,$201.41
54516,2020-01-30,6:21 PM,Georgia,Atlanta,537-922-74,True,21,Yes,0.26,$72.66
54517,2020-10-24,8:03 PM,Florida,Miami,483-182-18,False,12,,,$138.12
54518,2020-03-25,1:56 PM,Florida,Bradenton,647-117-55,True,32,,,$177.15
54519,2020-01-26,11:17 AM,Alabama,Birmingham,,,13,,,$61.43
54520,2019-11-05,6:25 PM,Florida,Tampa,686-180-10,False,34,Yes,0.36,$173.33
54521,2020-07-01,3:10 PM,Florida,Tampa,866-307-62,False,33,,,$230.04
54522,2020-02-08,12:49 PM,Mississippi,Jackson,,,20,Yes,0.44,$120.14
54523,2020-08-15,3:00 PM,Florida,Saint Petersburg,,,19,Yes,0.36,$23.08
54524,2020-08-06,12:11 PM,Florida,Orlando,670-767-21,False,6,,,$62.64
54525,2020-08-07,7:43 PM,Georgia,Lawrenceville,820-007-07,False,22,,,$193.73
54526,2020-07-07,11:35 AM,Mississippi,Biloxi,,,10,,,$234.16
54527,2019-10-09,5:32 PM,Florida,Daytona Beach,,,6,,,$185.89
54528,2020-08-26,11:44 AM,Alabama,Birmingham,467-982-04,True,17,Yes,0.21,$92.49
54529,2019-12-26,1:26 PM,Florida,Jacksonville,,,12,Yes,0.23,$173.60
54530,2020-03-30,8:32 PM,Florida,Orlando,,,22,,,$35.45
54531,2020-06-13,12:22 PM,Florida,Pensacola,,,24,,,$177.21
54532,2020-03-13,4:45 PM,Florida,Port Charlotte,644-415-56,True,17,,,$122.96
54533,2020-10-22,7:03 PM,Florida,Miami,843-796-58,True,20,Yes,0.3,$119.80
54534,2019-10-13,8:02 PM,Florida,Lehigh Acres,506-017-27,False,18,,,$117.93
54535,2019-12-12,7:06 PM,Alabama,Birmingham,603-712-80,False,23,Yes,0.44,$122.90
54536,2020-03-01,5:06 PM,Florida,Jacksonville,,,20,,,$170.76
54537,2020-08-10,5:24 PM,Georgia,Atlanta,172-256-52,False,15,,,$60.96
54538,2019-11-07,11:52 AM,Georgia,Atlanta,,,5,Yes,0.38,$125.35
54539,2020-05-02,7:44 PM,Mississippi,Columbus,,,23,,,$21.77
54540,2020-06-27,5:17 PM,Alabama,Birmingham,,,22,,,$161.10
54541,2020-09-06,3:54 PM,Georgia,Albany,881-491-38,False,9,Yes,0.37,$39.29
54542,2020-06-17,3:42 PM,Florida,Miami,581-188-45,True,34,,,$204.60
54543,2020-04-14,12:38 PM,Georgia,Atlanta,580-596-23,True,9,Yes,0.38,$131.30
54544,2019-12-11,2:51 PM,Florida,Pensacola,,,21,,,$128.96
54545,2020-05-24,3:27 PM,Florida,Pompano Beach,,,20,,,$26.60
54546,2020-10-08,6:33 PM,South Carolina,Columbia,066-018-25,False,16,,,$126.61
54547,2020-05-29,11:52 AM,Alabama,Birmingham,234-742-61,False,9,Yes,0.34,$233.72
54548,2020-08-02,3:02 PM,Alabama,Montgomery,061-385-31,False,29,,,$135.54
54549,2020-07-08,2:07 PM,Alabama,Birmingham,387-800-11,False,10,,,$101.02
54550,2019-11-06,11:15 AM,Florida,Naples,552-086-59,True,5,,,$218.37
54551,2020-10-15,12:35 PM,Florida,Pensacola,,,5,,,$20.05
54552,2020-02-25,6:14 PM,Florida,Tallahassee,033-959-88,False,29,,,$41.73
54553,2019-12-18,4:05 PM,Alabama,Montgomery,902-214-41,False,7,,,$119.52
54554,2020-07-01,11:37 AM,South Carolina,Myrtle Beach,,,33,Yes,0.4,$182.80
54555,2020-07-03,11:21 AM,Mississippi,Jackson,,,14,,,$130.65
54556,2019-12-18,6:16 PM,Florida,Pompano Beach,,,17,,,$108.04
54557,2020-04-11,4:17 PM,Georgia,Augusta,919-060-29,True,4,,,$122.25
54558,2020-05-20,6:15 PM,Georgia,Duluth,,,33,,,$35.84
54559,2020-07-31,4:11 PM,Alabama,Montgomery,140-147-32,False,8,,,$66.59
54560,2020-07-26,6:11 PM,Alabama,Birmingham,101-935-31,True,27,,,$162.85
54561,2020-09-05,2:00 PM,Florida,Vero Beach,245-146-18,True,17,Yes,0.2,$61.24
54562,2020-10-22,5:44 PM,Florida,Tampa,,,32,,,$111.91
54563,2020-07-03,3:34 PM,Florida,Tampa,441-129-28,False,18,,,$199.09
54564,2020-02-06,5:44 PM,Florida,Spring Hill,,,32,,,$22.81
54565,2020-08-11,4:19 PM,Florida,Pensacola,921-688-42,False,11,,,$67.71
54566,2020-08-07,4:39 PM,Mississippi,Gulfport,016-315-24,False,14,,,$182.70
54567,2019-11-04,7:09 PM,Georgia,Norcross,,,31,,,$192.02
54568,2020-04-11,4:13 PM,Florida,Lake Worth,352-932-76,True,9,,,$60.10
54569,2020-07-29,12:43 PM,Mississippi,Biloxi,934-889-13,True,11,Yes,0.37,$181.98
54570,2019-10-14,8:06 PM,Georgia,Marietta,753-234-08,True,20,,,$224.54
54571,2020-01-04,11:16 AM,Georgia,Norcross,,,4,Yes,0.25,$116.33
54572,2020-03-04,8:17 PM,Florida,Boynton Beach,,,17,Yes,0.16,$196.11
54573,2020-05-21,11:51 AM,Florida,Fort Pierce,,,23,Yes,0.12,$207.58
54574,2020-06-18,6:06 PM,Florida,Miami,,,17,,,$85.19
54575,2020-02-19,5:03 PM,Florida,Homestead,436-142-03,False,14,,,$168.98
54576,2020-10-26,2:00 PM,Georgia,Macon,229-129-72,True,22,,,$85.05
54577,2020-03-30,8:45 PM,Alabama,Birmingham,321-275-79,False,16,,,$153.68
54578,2020-04-11,6:24 PM,Florida,Spring Hill,,,21,,,$146.52
54579,2020-09-08,8:20 PM,Florida,Fort Pierce,344-774-83,False,13,Yes,0.31,$142.07
54580,2020-06-07,3:41 PM,Georgia,Decatur,395-605-77,False,8,Yes,0.11,$234.56
54581,2019-10-02,3:30 PM,Mississippi,Meridian,922-073-86,False,34,,,$64.95
54582,2019-12-01,7:31 PM,Alabama,Montgomery,,,6,,,$77.58
54583,2020-08-30,11:41 AM,Alabama,Birmingham,050-434-64,True,9,,,$72.99
54584,2020-06-02,7:34 PM,Florida,Tampa,784-468-85,False,31,,,$149.31
54585,2020-10-25,11:50 AM,Florida,Sarasota,518-401-12,False,28,,,$201.33
54586,2020-09-03,7:11 PM,Florida,Orlando,,,15,,,$166.02
54587,2020-08-13,3:23 PM,Florida,Cape Coral,,,7,,,$27.88
54588,2020-03-23,2:05 PM,Florida,Kissimmee,200-673-50,True,34,,,$167.49
54589,2020-03-12,7:56 PM,Florida,Miami,,,17,,,$69.72
54590,2020-04-07,8:39 PM,Florida,Lakeland,420-336-38,False,26,,,$185.02
54591,2020-03-09,4:27 PM,Georgia,Macon,500-658-44,True,34,,,$30.43
54592,2020-10-15,2:16 PM,Georgia,Valdosta,752-003-47,False,6,,,$100.41
54593,2020-07-16,6:01 PM,South Carolina,Columbia,,,26,,,$117.92
54594,2020-07-20,5:31 PM,Florida,Miami,134-048-75,False,13,Yes,0.36,$229.01
54595,2019-12-18,7:38 PM,Georgia,Albany,,,28,Yes,0.13,$180.24
54596,2020-01-16,3:17 PM,Florida,Saint Petersburg,,,34,,,$179.60
54597,2019-10-07,5:20 PM,Florida,Miami,,,21,,,$70.78
54598,2019-10-01,2:25 PM,Florida,Pompano Beach,897-991-31,True,14,,,$94.80
54599,2020-02-08,1:50 PM,Florida,Orlando,723-680-70,True,13,,,$82.82
54600,2020-08-12,6:01 PM,Florida,Lake Worth,255-085-35,False,13,Yes,0.28,$90.60
54601,2020-08-20,2:51 PM,Florida,Punta Gorda,036-228-01,False,15,,,$160.88
54602,2020-09-18,4:33 PM,Florida,Miami,077-822-29,True,18,,,$201.73
54603,2020-08-23,7:54 PM,Georgia,Atlanta,587-842-20,False,23,Yes,0.3,$42.02
54604,2019-12-02,12:29 PM,Georgia,Atlanta,771-328-77,False,13,,,$56.24
54605,2020-10-25,12:01 PM,Georgia,Lawrenceville,472-434-61,False,17,Yes,0.12,$205.58
54606,2020-10-13,3:02 PM,Florida,North Port,579-060-26,False,26,Yes,0.23,$44.53
54607,2020-10-27,8:55 PM,Florida,Orlando,,,17,,,$109.55
54608,2019-12-18,3:37 PM,Georgia,Albany,,,8,,,$179.62
54609,2020-07-16,6:45 PM,Georgia,Atlanta,,,8,,,$97.23
54610,2020-07-06,3:21 PM,Florida,Saint Petersburg,206-086-15,True,34,,,$64.23
54611,2020-06-14,7:32 PM,Florida,Orlando,,,32,,,$37.13
54612,2020-08-18,7:26 PM,Florida,Tampa,274-619-87,True,24,,,$81.81
54613,2020-10-04,3:55 PM,Alabama,Anniston,720-464-56,True,5,,,$67.10
54614,2019-11-06,3:33 PM,Florida,Hollywood,081-675-75,True,12,,,$129.93
54615,2020-02-12,8:48 PM,Florida,Bradenton,648-441-56,False,6,Yes,0.5,$23.69
54616,2019-11-28,4:05 PM,Florida,Miami,,,26,Yes,0.4,$140.66
54617,2020-10-27,12:37 PM,Georgia,Atlanta,,,22,Yes,0.5,$61.00
54618,2019-11-05,2:30 PM,Mississippi,Biloxi,417-466-20,False,6,Yes,0.23,$195.56
54619,2020-02-03,1:09 PM,Alabama,Birmingham,,,28,,,$87.68
54620,2019-10-29,1:50 PM,Georgia,Atlanta,,,21,,,$76.49
54621,2020-02-15,5:19 PM,Florida,Tampa,710-819-17,True,19,,,$232.00
54622,2020-10-13,11:45 AM,Alabama,Montgomery,,,4,,,$54.01
54623,2020-03-13,11:55 AM,Florida,Vero Beach,,,22,,,$120.91
54624,2020-09-12,2:33 PM,Florida,Tallahassee,,,14,Yes,0.49,$75.15
54625,2020-01-03,11:29 AM,South Carolina,Columbia,341-100-00,False,24,,,$25.55
54626,2020-01-20,8:13 PM,Georgia,Macon,075-271-66,False,8,,,$67.89
54627,2020-01-07,6:08 PM,Alabama,Montgomery,918-017-95,True,28,,,$91.35
54628,2020-05-12,6:42 PM,Florida,Fort Lauderdale,,,14,Yes,0.37,$229.78
54629,2020-08-16,2:54 PM,Georgia,Atlanta,045-908-34,False,23,,,$218.02
54630,2020-08-21,1:12 PM,Florida,Naples,,,23,,,$185.34
54631,2020-04-27,6:23 PM,Florida,Fort Myers,795-296-10,False,23,,,$73.88
54632,2019-10-23,12:48 PM,Florida,Bradenton,382-339-49,False,28,,,$79.15
54633,2020-08-19,1:05 PM,Florida,Fort Lauderdale,,,5,,,$42.80
54634,2020-07-17,4:31 PM,Georgia,Marietta,308-740-83,True,16,,,$162.86
54635,2020-02-27,11:22 AM,Mississippi,Biloxi,,,8,,,$149.78
54636,2020-05-22,1:30 PM,Florida,Miami,,,34,,,$75.76
